sku,name,brand,price,special_price,url,image,discount
F4045SH69944DBGS,Payless Astec Mens Iker Running Sneakers - Black_09,PAYLESS,Rp 459.000,Rp 270.000,https://www.zalora.co.id/p/payless-payless-astec-mens-iker-running-sneakers-black-09-black-4385735,https://dynamic.zacdn.com/OQKdXWNJVhXUAPb-U83KPcnnnzA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/payless-1466-5375834-1.jpg,41% OFF
62E27SH2E768CBGS,PAULMAY - Sepatu Slip On Running Pria Go Walk - Navy,PAULMAY,Rp 599.000,Rp 195.670,https://www.zalora.co.id/p/paulmay-paulmay-sepatu-slip-on-running-pria-go-walk-navy-navy-4737985,https://dynamic.zacdn.com/eub17wCyOZ_RE98IUk-nEO8pdRU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/paulmay-0060-5897374-1.jpg,67% OFF
448FFSHD45AB1BGS,ASICS Men GT-2000 14 Standard-1011C056.003,ASICS,Rp 2.099.000,,https://www.zalora.co.id/p/asics-asics-men-gt-2000-14-standard-1011c056-003-multi-5051820,https://dynamic.zacdn.com/mZyInljZNdLzTM1xcx57bj9CArM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-5851-0281505-1.jpg,
F0248SHD97723AGS,PUMA Darter Pro Men's Running Shoes,PUMA,Rp 1.399.000,,https://www.zalora.co.id/p/puma-puma-darter-pro-men-s-running-shoes-grey-5057794,https://dynamic.zacdn.com/9vfj0dlcTSsq-ZnS7wUoZYJHtkQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/puma-3017-4977505-1.jpg,
04A8ESHAAFF3ACGS,Cloudsurfer Next Running Shoes,On,Rp 2.500.000,,https://www.zalora.co.id/p/on-cloudsurfer-next-running-shoes-black-4648265,https://dynamic.zacdn.com/15ZhuykSeSHqyz2CnMiL6t7WLBc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/on-6319-5628464-1.jpg,
9939BSHB9E6D31GS,ASICS Men Gel-Nimbus 27 Standard-1011B958.005,ASICS,Rp 2.599.000,,https://www.zalora.co.id/p/asics-asics-men-gel-nimbus-27-standard-1011b958-005-multi-5096466,https://dynamic.zacdn.com/g3QNJ8o14EH3zNcCWAlYpQCGOp0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-8245-6646905-1.jpg,
150D8SH51851D1GS,ASICS Men Gel-Nimbus 27 Standard-1011B958.403,ASICS,Rp 2.599.000,,https://www.zalora.co.id/p/asics-asics-men-gel-nimbus-27-standard-1011b958-403-multi-5029857,https://dynamic.zacdn.com/h6MgFj4NXuw2HJT_Kl1aTG5b-Ss=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-3407-7589205-1.jpg,
8EFFASH65389DAGS,PUMA ForeverRun NITRO™ 2 Men's Running Shoes,PUMA,Rp 2.299.000,,https://www.zalora.co.id/p/puma-puma-foreverrun-nitro-2-men-s-running-shoes-white-5057772,https://dynamic.zacdn.com/A5CE6PYabhjw4japI6fJz-c3YAc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/puma-2701-2777505-1.jpg,
138DASHA0BBABBGS,ASICS Men Gel-Cumulus 27 Standard-1011B960.101,ASICS,Rp 1.999.000,,https://www.zalora.co.id/p/asics-asics-men-gel-cumulus-27-standard-1011b960-101-multi-5107021,https://dynamic.zacdn.com/Py9FlskUb7SWot9zjX1Yj4i8hTU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-1249-1207015-1.jpg,
F223BSHD4CE0EDGS,Charged Rogue 5 Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-charged-rogue-5-shoes-white-5013314,https://dynamic.zacdn.com/TOs226wW5hiMCFcrj3tFr-FiPW8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-2445-4133105-1.jpg,
50DB9SHE2CC8E8GS,ASICS Men GT-2000 14 Standard-1011C056.401,ASICS,Rp 2.099.000,,https://www.zalora.co.id/p/asics-asics-men-gt-2000-14-standard-1011c056-401-multi-5097742,https://dynamic.zacdn.com/gcQhLLywjamCxkYnodU1UezPv0c=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-8851-2477905-1.jpg,
99273SHF49CE85GS,Ultrarun 5 Running Shoes,ADIDAS,Rp 1.300.000,Rp 1.170.000,https://www.zalora.co.id/p/adidas-ultrarun-5-running-shoes-black-4493315,https://dynamic.zacdn.com/W9RkUFUmN6ki0qLnUh9sO9OgUro=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-1214-5133944-1.jpg,10% OFF
00CDESH4A7C129GS,Eagle Sepatu Lari Alpha ST - PUTIH/KUNING/HITAM,Eagle,Rp 819.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-lari-alpha-st-putih-kuning-hitam-4955543,https://dynamic.zacdn.com/XSkJvbFV_xHkYqjfOP7h7xRhKgk=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-6989-3455594-1.jpg,
71C3ASHA610A19GS,PUMA MagMax NITRO™ Men's Running Shoes,PUMA,Rp 2.699.000,,https://www.zalora.co.id/p/puma-puma-magmax-nitro-men-s-running-shoes-blue-5057741,https://dynamic.zacdn.com/Wq_M3Q-9diCmeMjzVBm8NjDoAXg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/puma-2728-1477505-1.jpg,
A8421SH6498765GS,Sneakers Pria Big Size Model Tali Sepatu Pria Running Olahraga M.Arthur,Fransisca Renaldy,Rp 619.800,Rp 309.900,https://www.zalora.co.id/p/fransisca-renaldy-sneakers-pria-big-size-model-tali-sepatu-pria-running-olahraga-m-arthur-grey-4714437,https://dynamic.zacdn.com/28yp0oaTHZrmru_XyTkn3jcUUKU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/fransisca-renaldy-0014-7344174-1.jpg,50% OFF
D513ESHB105F57GS,Juniper Trail 3 Trail Running Shoes,Nike,Rp 1.299.000,,https://www.zalora.co.id/p/nike-juniper-trail-3-trail-running-shoes-white-4999909,https://dynamic.zacdn.com/PfeYdDlg6bg3p7DDTGKrUSwf73M=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7454-9099994-1.jpg,
AEA16SH5EFD521GS,Zig Dynamica 6,Reebok,Rp 1.299.000,,https://www.zalora.co.id/p/reebok-zig-dynamica-6-navy-5051365,https://dynamic.zacdn.com/nXc2EDwFverD5qyL7rnnymVb-8E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/reebok-0389-5631505-1.jpg,
14335SH3ADAA81GS,ASICS Men Noosa Tri 15 Standard -1011B609.601,ASICS,Rp 1.899.000,,https://www.zalora.co.id/p/asics-asics-men-noosa-tri-15-standard-1011b609-601-4708374,https://dynamic.zacdn.com/uHzAcbfKf6j7nDkwLfekS-tL2jo=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-2156-4738074-1.jpg,
4C949SHE1B8A2CGS,ASICS Men Gel-Nimbus 27 Standard-1011B958.102,ASICS,Rp 2.599.000,,https://www.zalora.co.id/p/asics-asics-men-gel-nimbus-27-standard-1011b958-102-multi-4996073,https://dynamic.zacdn.com/VGzprMcwLUusD_4ggJqRD8ALdcY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-8936-3706994-1.jpg,
71503SH88F368CGS,Precise T-Lite Run JG W Sepatu Olahraga Lari Pria - Navy/Green FL,Precise,Rp 529.900,Rp 333.837,https://www.zalora.co.id/p/precise-precise-t-lite-run-jg-w-sepatu-olahraga-lari-pria-navy-green-fl-navy-3860675,https://dynamic.zacdn.com/hWn0KcrTLc1oNrc8aCxR2areCHQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/precise-1736-5760683-1.jpg,37% OFF
2B6FBSH540C76FGS,Temper Run 2.0 Shoes,ADIDAS,Rp 1.500.000,Rp 1.275.000,https://www.zalora.co.id/p/adidas-temper-run-2-0-shoes-white-4794322,https://dynamic.zacdn.com/1JoyUDck9oAQ1_b6BWXtSBeaX2E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-7637-2234974-1.jpg,15% OFF
AC164SHD63B902GS,Eagle Sepatu Running Nomad - MERAH/ABU TUA,Eagle,Rp 319.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-running-nomad-merah-abu-tua-4439011,https://dynamic.zacdn.com/uqc8GvzusW6je7l4f04_AS4J2L0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-9677-1109344-1.jpg,
7D1E8SH3BF11F4GS,ASICS Men Gel-Kayano 32 Standard-1011C052.020,ASICS,Rp 2.599.000,,https://www.zalora.co.id/p/asics-asics-men-gel-kayano-32-standard-1011c052-020-multi-4996605,https://dynamic.zacdn.com/-WauyRR1d0Eh_1ApuqwgmHIT95w=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-3396-5066994-1.jpg,
7767BSH270988FGS,Phantom 4 Shoes,Under Armour,Rp 2.799.000,,https://www.zalora.co.id/p/under-armour-phantom-4-shoes-grey-4775265,https://dynamic.zacdn.com/XkyfEBmcWecrbqhM7MSTMdiXGNs=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-4808-5625774-1.jpg,
FD846SHD8264AAGS,PUMA ForeverRun NITRO™ 2 Men's Running Shoes,PUMA,Rp 2.299.000,,https://www.zalora.co.id/p/puma-puma-foreverrun-nitro-2-men-s-running-shoes-blue-5057773,https://dynamic.zacdn.com/de_DsVo-G3OUUzewwrCQCwKiUyw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/puma-2707-3777505-1.jpg,
B97A8SH9EFDBB8GS,Cloudswift 4 Running Shoes,On,Rp 2.700.000,,https://www.zalora.co.id/p/on-cloudswift-4-running-shoes-multi-4906192,https://dynamic.zacdn.com/pbhATGUzNj0wkLSKI7IaVEcWWa8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/on-8256-2916094-1.jpg,
98728SH13961D6GS,Ultraboost 5 Shoes,ADIDAS,Rp 3.000.000,,https://www.zalora.co.id/p/adidas-ultraboost-5-shoes-grey-4794047,https://dynamic.zacdn.com/zc-zilW92XX4yLeGT0Xox1t8HTY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-8477-7404974-1.jpg,
3AE67SHA334C96GS,Charged Assert 10 Shoes,Under Armour,Rp 999.000,Rp 949.050,https://www.zalora.co.id/p/under-armour-charged-assert-10-shoes-white-4997851,https://dynamic.zacdn.com/iEazbbOPJPPBz_4wol1IVShUC6E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-8437-1587994-1.jpg,5% OFF
75D8ASHE447D02GS,910 Nineten Haze Pro Sepatu Lari - Hitam/Abu-abu,910,Rp 1.599.900,Rp 1.499.900,https://www.zalora.co.id/p/910-910-nineten-haze-pro-sepatu-lari-hitam-abu-abu-black-4737568,https://dynamic.zacdn.com/IeIKvv0bVxe4gXHdqc00K44Giw4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9454-8657374-1.jpg,6% OFF
5A564SH0101EB3GS,Nike Run Swift 3,Nike,Rp 1.129.000,Rp 846.750,https://www.zalora.co.id/p/nike-nike-run-swift-3-multi-4821012,https://dynamic.zacdn.com/xw2_0vxCoxR8qGEaGBvoP4rGdPE=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6247-2101284-1.jpg,25% OFF
A1146SHDA675E3GS,Interact Run EasyOn Shoes,Nike,Rp 1.199.000,,https://www.zalora.co.id/p/nike-interact-run-easyon-shoes-grey-4904433,https://dynamic.zacdn.com/Ux3qCTfMfgCFztYWcTapUIcNtTg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2847-3344094-1.jpg,
9E313SHE3D9503GS,910 Nineten KANZAKI 2.0 sepatu lari -  Ungu/Navy/Neon,910,Rp 699.900,Rp 629.900,https://www.zalora.co.id/p/910-910-nineten-kanzaki-2-0-sepatu-lari-ungu-navy-neon-navy-5009990,https://dynamic.zacdn.com/S8gemwxH5Nxi1LY118rFLSU7upM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-0155-0999005-1.jpg,10% OFF
2BE1ESHAC1370AGS,Rogue 5 Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-rogue-5-shoes-black-4775344,https://dynamic.zacdn.com/wNRqsFCxDTk4FlNbHq8KjTWH_Uc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-3355-4435774-1.jpg,
8B0D3SHB2C9123GS,910nineten TAKASHI RUN 1.5 sepatu lari - Hitam/Abu,910,Rp 729.900,,https://www.zalora.co.id/p/910-910nineten-takashi-run-1-5-sepatu-lari-hitam-abu-black-grey-4768693,https://dynamic.zacdn.com/nB2xTDB5YK3t6czn3Dpho5ZIFfc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9755-3968674-1.jpg,
2EA35SHF207239GS,Energen Run 4,Reebok,Rp 1.199.000,Rp 839.300,https://www.zalora.co.id/p/reebok-energen-run-4-multi-4821351,https://dynamic.zacdn.com/YFs9WatJ0KQ1SyUL0O-vUbhxZSY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/reebok-3085-1531284-1.jpg,30% OFF
C7E08SH243CD3AGS,Nike Free Road Running Shoes,Nike,Rp 1.609.000,Rp 1.528.550,https://www.zalora.co.id/p/nike-nike-free-road-running-shoes-blue-4788063,https://dynamic.zacdn.com/FrWHos7YS2YjPTsu1BCgS0PCVeA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4533-3608874-1.jpg,5% OFF
BE220SHB57A758GS,680 Running Performance Shoes,New Balance,Rp 1.599.000,,https://www.zalora.co.id/p/new-balance-680-running-performance-shoes-grey-5038624,https://dynamic.zacdn.com/KOKoU_QngSVqKUIJYcdFakV6ljw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/new-balance-0262-4268305-1.jpg,
7F52DSHF0AFCAEGS,Eagle Sepatu Omega ST ( Super Trainer ) - ABU MUDA/ORANYE/KUNING,Eagle,Rp 829.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-omega-st-super-trainer-abu-muda-oranye-kuning-5061819,https://dynamic.zacdn.com/I5ySY9cOkbzaxoqKyDGxg5eqsDw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-0486-9181605-1.jpg,
1A196SHE0B1250GS,Flex Experience Run 12 Road Running Shoes,Nike,Rp 919.000,,https://www.zalora.co.id/p/nike-flex-experience-run-12-road-running-shoes-blue-4904594,https://dynamic.zacdn.com/CSjiKqEIXWoE-ACuLQsR1q7td9I=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6428-4954094-1.jpg,
F6694SH51D46F6GS,Go Run Consistent 2.0,Skechers,Rp 1.299.000,Rp 1.169.100,https://www.zalora.co.id/p/skechers-go-run-consistent-2-0-black-4651077,https://dynamic.zacdn.com/bgvJNHVE6aQn0l62q7IMIYjx1C4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/skechers-8418-7701564-1.jpg,10% OFF
9667CSHD9C047AGS,Supernova Stride 2 Running Shoes,ADIDAS,Rp 1.900.000,Rp 1.520.000,https://www.zalora.co.id/p/adidas-supernova-stride-2-running-shoes-black-4794040,https://dynamic.zacdn.com/6H8EoZP5kOraZ9-nRAGNV3jvb9E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-6366-0404974-1.jpg,20% OFF
A332CSH8547C38GS,Cloudsurfer Next Wide Running Shoes,On,Rp 2.500.000,,https://www.zalora.co.id/p/on-cloudsurfer-next-wide-running-shoes-multi-4809276,https://dynamic.zacdn.com/TLdpb9pYCXbtj2xwlTNAdWEjWzM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/on-3049-6729084-1.jpg,
05724SHBB7CFBFGS,Fresh Foam Arishi v4 Performance Shoes,New Balance,Rp 1.299.000,Rp 1.039.200,https://www.zalora.co.id/p/new-balance-fresh-foam-arishi-v4-performance-shoes-multi-4899632,https://dynamic.zacdn.com/gq4-_YmDaf4dWCCdw8z5d0eMbz0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/new-balance-6053-2369984-1.jpg,20% OFF
9E330SH8ABE28DGS,Advantage 2.0 Shoes,ADIDAS,Rp 950.000,Rp 902.500,https://www.zalora.co.id/p/adidas-advantage-2-0-shoes-white-4493327,https://dynamic.zacdn.com/y3Cxvhj1HW7-kYmw4tLWfsQY0O8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-0864-7233944-1.jpg,5% OFF
7B3D3SH4CDB5F4GS,BRODO - Running Shoes Active Krakatau Light Blue Prismarin,Brodo,Rp 665.000,Rp 463.190,https://www.zalora.co.id/p/brodo-brodo-running-shoes-active-krakatau-light-blue-prismarin-5106487,https://dynamic.zacdn.com/ztdBzPG60Nv2Bt6x9REskrwGfdE=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/brodo-3936-7846015-1.jpg,30% OFF
